filename,crown_entropy,trunk_entropy,crown_trunk_ratio,crown_pts_count,trunk_pts_count,vep_slice_0,vep_slice_1,vep_slice_2,vep_slice_3,vep_slice_4,vep_slice_5,vep_slice_6,vep_slice_7,vep_slice_8,vep_slice_9
00677.laz,10.9759,7.6856,1.4281,118767,61186,0.9504311407394099,0.9701873758794373,0.9721044608876955,1.1218287654480223,1.3348766626621635,1.9409529662259204,1.9020938768464704,3.3557399592225594,4.201235307682746,3.207829209022785
00678.laz,11.085,9.6691,1.1464,28383,37788,0.999202547261351,0.9952804153651571,0.9926469167080308,1.8610202142443855,1.592556034788336,1.8954879502022166,2.28893037372971,3.9525878559958816,3.999699495965089,3.228127476445892
00679.laz,11.8562,10.2052,1.1618,32020,43188,0.9986127935922202,0.9932301710214023,1.10572974698188,1.1795673305723349,1.4227497904647846,2.339130541164782,2.9352898432394294,3.9658368305698186,4.174013130789808,3.2870459422465372
00680.laz,11.1332,9.5261,1.1687,27669,60947,0.9915270124055302,0.9771388018031982,1.5649828968602564,2.28669905004493,2.488158063136201,2.3798492513286162,3.0756205386870903,3.4581413108899577,2.7387790964787495,1.4196730020815131
00681.laz,11.1494,9.4338,1.1819,26428,46517,0.9974406882643923,0.9937204920075876,0.9932108224687101,2.3523376329472963,2.580818461320494,2.797785855036284,3.0807433844221848,2.992095934367064,3.4716596155081567,3.281432907718161
00682.laz,9.9711,7.5615,1.3187,37277,47783,0.9659881648568523,1.1243233185309547,1.7496708352577914,2.565736332469936,2.0661383518023198,2.9170012592289174,3.0481762517017277,3.4001218027137066,2.4569476727144264,1.5745156724221132
00683.laz,9.0492,6.6801,1.3546,40248,55797,0.9271408341696286,0.8697170875046201,0.845440785576275,0.8903604107122972,0.997759381470522,2.4590177124992927,2.761978677444002,2.386660098247636,2.646657491499679,0.6840384356390417
00684.laz,11.3305,9.4332,1.2011,39162,55518,0.9960036542572877,0.9882885872083456,0.9867036180575297,1.1255505145872957,1.5138933123121827,1.9892437275003698,2.7908529193185942,4.117964929503814,3.0656204852860465,2.1100092241682016
00685.laz,11.1643,9.7096,1.1498,29240,43463,0.9943892871998481,0.9896165708936271,0.9827952358086963,1.9620054829673705,1.6369942483388749,2.860714334178698,2.345055438811045,2.333063770195588,0.0,0.0
00686.laz,12.4969,10.0681,1.2412,58226,58640,0.9936225595411097,0.9819507073630701,1.3575201258701282,2.4798156802778246,2.8510054825286226,3.2935899379701015,4.231611546082776,3.890732190989562,2.697060832797946,1.5573436679636536
00687.laz,12.2198,7.7767,1.5713,56581,8059,1.036235565913242,0.9818433260136845,0.9795098802326327,1.4972027153864635,3.2033364570009866,4.623494957937504,4.331506679320828,3.887189399133134,2.5634200903205127,1.0
00688.laz,11.5041,10.0383,1.146,39976,52471,0.9849826338451276,0.9937799757059738,0.9938278927029155,1.8379909041748947,1.439029046919987,2.521398982443109,3.5557080890177697,3.76677949138909,3.966852066485061,2.482692475014162
00690.laz,12.159,7.7875,1.5614,83796,8113,0.9994939031876791,0.995532320318393,0.9923866047833669,1.0858928617509882,1.9454138713039961,3.801227580441662,4.40852551874452,4.819431194478171,3.6806280518622985,1.5470056993294026
00691.laz,12.1284,10.2875,1.179,36469,50038,0.9997850835364853,0.9963172707427349,0.9871438935478885,1.184573863467276,1.7556470765947285,3.0295566431919845,4.253342964817493,4.182368365323928,4.6610415578271445,3.001669415272423
00692.laz,11.4989,9.045,1.2713,44806,29146,0.9968109022892777,1.978805007119558,1.4068728482660051,1.4965456410018392,1.9590122297254142,3.0226231473351794,3.139711206347264,4.363673949087014,3.673154599445775,3.0155738571027593
00693.laz,11.8366,7.1957,1.645,84730,14795,0.9989813515065931,1.2471356607108715,0.9088211722688933,2.0913686563060736,2.3911775956051073,3.5878631326530854,4.455831848700924,3.312641580414432,3.4553682990554577,2.693594670569369
00695.laz,12.3463,10.5177,1.1739,24002,51778,0.997770309649084,0.9844847109887541,0.991337858066755,0.994452655138516,2.338204735710467,3.7148551036625874,3.7230871465257205,3.7122162580217104,3.1343465848431467,1.470997611676697
00696.laz,11.608,9.697,1.1971,27407,50201,0.996539171588575,0.9845260046770743,0.9777958709928561,2.538842448232433,2.0582832599274554,3.058473310579831,4.269536143981696,3.7703818209775917,2.065203260867682,1.0
00697.laz,10.3046,9.4447,1.091,19484,38153,0.9828679760599006,0.9772048740792069,0.9842877216626579,0.9757367948810223,0.9969725544839273,2.4512285617260687,2.16603495096342,2.1506404772499783,1.0,0.0
00698.laz,10.8403,10.3945,1.0429,24672,53430,0.988667021351901,0.9931932372836613,0.9968347645796616,1.0767185652152433,0.9945443669324564,0.9756797868933086,2.1407885201923182,2.322862251164804,3.390422708392946,2.7807500549585256
00699.laz,12.0128,10.421,1.1527,36283,62979,0.9976613033187725,0.9885303679645008,0.979998231412275,1.2071927911144893,1.512991697740143,1.7324641157054539,3.6126013537737367,4.046523052704711,3.169778157078688,1.9796639540000829
00700.laz,12.2052,10.8859,1.1212,37833,61196,0.9866250585434908,0.9873959881478888,1.6044236092731246,1.17659958596004,2.6003298510235195,3.286067847580065,4.446764116631988,4.042332973354109,2.778891420945211,2.1286952404822554
00701.laz,12.456,11.3317,1.0992,22458,65185,0.9960602914156473,0.9784773738978486,0.9998582697560923,0.9926088102825168,0.9954567989905213,2.965021919492388,3.9610687925601784,4.407313687559651,4.572729796530058,3.46901770285383
00702.laz,12.499,9.8576,1.268,49275,249831,0.9135965396621109,0.9300271583062524,0.9835681840114884,0.9970073821335443,2.198673099498205,2.543580242028324,3.25317441345462,3.719059839748134,4.2395777108567225,3.783182308763535
00703.laz,12.376,9.9689,1.2415,58189,40734,1.9749672291093918,1.0550929830044655,0.9900128987001772,0.9911305989263407,1.619763639998196,1.4268937521227312,2.6769869490111646,4.121261398177757,4.978508959225314,4.471342518292003
00704.laz,12.7146,9.5402,1.3327,49368,39550,0.9945891839886324,1.1450751975653062,1.99705905902718,2.8658453988536197,3.367497006685715,4.088135197503268,4.557861697139697,3.5284509083985105,2.060654195188036,1.9251845250193356
00705.laz,12.6186,8.6024,1.4669,127148,68904,0.9270392456872224,0.9786455665152992,0.9962021743084524,0.9967319570026875,2.445801657843434,4.062220862417329,4.433256222100826,4.45687305871057,4.1530088897913116,2.3144210076709935
00706.laz,12.4632,10.2596,1.2148,74163,78061,0.9904494364394729,1.1468407231822373,1.1175220835764121,2.3611966852529656,2.4954099980146682,4.333276146722781,4.190689518063234,3.457573598120169,3.133576669167883,1.4277655050602363
00709.laz,11.1685,8.3907,1.3311,104918,52365,1.4398435058301273,0.9462457592202801,1.1520144338792222,2.646068523160429,2.863323619792768,3.245005719404182,4.005030179587046,3.8946063200568597,3.514851916676131,1.7898815420076637
00710.laz,12.7401,10.1479,1.2554,45482,63238,2.2684497961188477,0.972902863645173,0.9941495342360227,0.9902279328216353,2.743999380903962,4.110967499935445,4.589352337098209,3.569233500496165,4.053378012773579,3.612902048986227
00712.laz,9.7035,6.0712,1.5983,83511,19201,0.9880335703586056,0.9712136126321703,0.9915779316476532,0.9949439569693983,0.9734104430213907,0.997705781192026,2.5398225591238597,2.256390517861448,2.493280139457226,2.496421581391708
00713.laz,11.96,7.9021,1.5135,469883,65956,0.9998275450214374,0.9800637858304965,0.9903637273034178,0.9952980199229038,2.1323095325147627,2.1226504282434195,2.987424868216221,3.9781996999086915,4.358511124363135,4.30997268176451
00714.laz,11.108,8.6355,1.2863,130232,110619,0.9966087099389085,0.9873903659972013,0.9961282701848575,1.9187312477633338,1.8133388096969993,2.117718573950417,2.8124997631625077,3.453085352934818,3.0436541413928935,3.6621624302302065
00715.laz,9.9456,6.3574,1.5644,142986,29159,0.9964079549121027,0.9624348855004955,0.9830892939006834,0.9931278461599172,0.9967306358327774,1.684699504751205,2.116243586747126,3.242624727306279,3.3619581614006595,2.9377832614802295
00716.laz,10.7969,8.6408,1.2495,78359,82590,0.9815828340941599,0.9816986992741131,0.9815371221498307,0.9829803489640602,0.9961862219769736,0.9813948389627093,2.061524035906266,3.539494884698303,3.7246500278594508,3.1997284769909298
00717.laz,11.6834,7.7783,1.502,542833,89864,0.9994570517323685,0.9663815665427535,0.9921810251605552,0.9981103029329308,2.5436238460457226,3.0323316388049824,3.5697079290285214,3.8305041763964645,4.22814698465598,3.8753434978595007
00718.laz,11.6568,10.0621,1.1585,60664,257464,0.995400563096186,0.9749408347082384,0.9857524961584688,0.9950648714026458,0.9987310477870417,0.9997023940679833,1.6849862002194314,3.14484309366171,4.240097415259481,4.169815563302042
00719.laz,11.3037,10.1221,1.1167,35913,137102,0.9997691981568252,0.9819550029764171,0.9914066670781774,0.99340550218059,0.9957116487062428,0.9950211579844213,1.6113311457266544,2.3909653288978205,3.7473691540292813,2.577124185512866
00726.laz,10.3978,9.5557,1.0881,45490,199614,0.9996617675105038,0.9789851907500122,0.9892367400749029,0.9962347855779162,0.9992665917163751,1.5405813401248942,0.9737075156051438,0.960833029772212,3.046428843243538,3.2304909037816554
00728.laz,10.663,6.5508,1.6278,114759,14123,0.9998608852172626,0.9998377888743508,0.9999423704258099,1.2509554286260254,1.5060340554810454,3.730585147126723,3.807655268052889,4.114150447397116,3.508269422715083,2.9709818264975847
00729.laz,11.4624,8.5368,1.3427,124921,71130,0.9988281319841542,0.9821813534605506,0.9914272245145505,1.1880569936306244,2.717796703450518,2.5397457529512835,2.4710761244796693,3.0855184545979455,3.734197626705816,3.5688784180408266
00730.laz,11.1756,9.8579,1.1337,72274,223635,0.959835678439882,0.9955033779069219,0.9834060119776981,0.9973374768205174,0.9916792170119046,1.1798882566124949,2.437798183437788,3.2145339168178,3.979839129512794,3.2417902798921006
00731.laz,11.9431,8.526,1.4008,691051,145585,2.6115236839748013,2.560512929433977,2.561276797003247,2.5826764771947968,3.05618634827035,3.206138982495301,3.4303608928870126,3.8588449722329266,4.189976630887342,4.216473666708367
00732.laz,12.6392,7.7728,1.6261,410750,29676,0.9992581934168485,0.9980546064305076,0.9903275585569083,1.995350478875907,2.5352653899366273,2.7222623591801662,3.482287232294281,4.705215924416095,5.181551256020442,3.841891722299187
00733.laz,12.854,9.5401,1.3474,64279,33133,0.9947145772210432,0.9969118529780944,1.1842476574266698,2.9980082002209714,2.846999581077047,3.0936908717805904,5.440281611355668,5.726452323065105,5.937334691765572,4.8962383802164595
00734.laz,12.1592,10.1313,1.2002,31355,50538,0.9994889736401277,0.9897018419449217,0.9842142154986613,0.9847221670637096,0.9922276340290134,1.9606277776410161,3.3202729660224715,4.423591798833421,4.9924737412366955,4.145330148073028
00735.laz,12.233,9.8964,1.2361,42909,51732,0.9782147397977397,0.9854503744716119,1.3529005867075268,2.268052884364347,2.689036881853426,3.6050183926809427,4.176700697400618,4.4286802244343235,3.641193816639347,3.089175050510009
00738.laz,11.7592,9.351,1.2575,57021,44930,0.9981746897191281,0.9860748468244861,0.9852628698185939,2.041228527319347,1.3889700278241492,3.2262317880334495,2.716528754275555,4.4138862788436555,4.727213913810069,3.901260310822115
00740.laz,11.9809,10.3788,1.1544,15448,31390,0.9749043718275645,0.9636438083047106,0.9779265652209527,1.5381639034413328,0.9995148647121711,3.2665674114105565,3.265715890206857,3.930482078175292,4.004498889869105,4.484055132356821
00743.laz,12.8517,8.6937,1.4783,83902,18732,2.3889774080958905,1.8738584646430374,2.4849631269553405,2.7776091237449485,2.474290954014029,3.3663957095392503,4.787953536620143,5.274386206168231,6.350915939834342,5.6342459712420805
00747.laz,12.2003,10.7576,1.1341,33730,53070,0.9983994769916001,0.9934656729124911,0.9958819718820475,0.9820304977215473,2.4008421069325543,2.863983417105109,2.855835336157219,3.8795859441117866,4.510734873385889,3.983574482802592
00749.laz,11.7221,9.9116,1.1827,20267,55600,0.9810468735936335,0.9827525422027715,0.9762683651897338,1.875734529382729,2.036010180152203,2.2982233370744214,3.1128767676368345,3.813704029127921,4.012501825441732,3.4024551052001626
00750.laz,11.3189,8.0704,1.4025,82320,21348,0.9553506686549459,1.5186906170046999,1.7497874307381032,2.084580081616254,2.7815971332341367,2.9229899468285505,2.9808606587493576,3.2587154537819853,4.075255302870653,3.406218836060539
00752.laz,12.5299,10.8614,1.1536,35159,51092,0.9979334203947647,0.9949424082172745,0.9958086337965362,0.9958670321329182,2.987352997611139,3.8822401674294076,4.834921342054413,5.2494724236372505,5.54338913895306,4.835154122213246
00753.laz,12.1924,8.8382,1.3795,39233,14655,0.9946898632772316,0.996272678104977,1.1459239156045018,2.3983565122622417,2.049338213303403,3.0145695335190834,4.277603800436929,5.09998803792599,5.541801520893729,4.291381373162364
00756.laz,11.9848,8.7293,1.3729,91912,34012,0.9719756085496876,0.9936984664649542,0.9910000477083418,0.9904745492358098,0.9909965703409084,1.1843364017936597,3.6430924202893133,4.371729515742418,5.422215045390078,5.043211634487391
00757.laz,11.9772,9.962,1.2023,37252,40502,0.9952946639186245,0.9905833373654801,0.987399696135036,0.9999507304328823,1.693542200996934,2.162065842730832,2.6239870038849373,4.29331259603332,4.784919494340042,4.357271186293179
00758.laz,12.6113,9.0637,1.3914,106803,38500,0.9966841374075488,0.9920610837945273,1.8541892872972237,2.357316350537225,3.1991901926752235,3.4881900792155522,4.144638634946145,4.7954656943913125,5.6345426518521196,5.238921130856815
00760.laz,12.4008,9.8163,1.2633,43342,29256,0.9666371317755277,0.9937990070493925,0.9964318664730595,1.0624809438341147,2.0764231958039363,2.7751444333085864,3.238670919564313,4.2229139914229314,5.253636345414977,4.814310899242255
00761.laz,12.2823,9.7997,1.2533,51027,72737,0.9555070385410882,0.9857209633028127,1.3239046825838865,1.9111336266191556,2.154455076387716,3.298317610291806,2.3396597286949437,4.130289118611297,4.337586019305038,3.8030607576789173
00762.laz,10.8659,10.2191,1.0633,9581,66788,0.9532571878695363,0.9767853387524558,0.9690369617389762,0.9897265535121812,0.9901369011951928,0.9919888982674316,0.9972520801117182,2.98787555078876,3.4527312794327156,3.6446578306406536
00764.laz,11.4928,8.9163,1.289,62599,20545,0.9958933985585878,0.9990332895172919,0.9808012536158873,0.9954600153890651,0.9865446300055644,0.9736707863724978,3.1536687685259968,3.5003260433022185,4.106885385234812,4.328133865513134
00767.laz,11.49,10.4693,1.0975,14129,55501,0.9424350375276929,0.9847639220740706,0.9840857137596897,0.9889472603575807,0.9978056305012641,2.2007580169284724,2.7897594080732,3.401387134614398,3.570009088793082,3.180159553144248
00768.laz,12.2657,8.9223,1.3747,61163,28425,0.9954040474567709,0.9889534444425775,2.03865662201152,2.234792847026529,2.10389329004772,3.282569982287387,3.5154837418812774,4.426192629584016,4.755272481296919,4.920184343067402
00769.laz,11.0566,9.8819,1.1189,17300,52091,0.9830208660468047,0.9809989430180958,0.9856259607090957,0.9872523748017853,0.991228425615176,0.9987181101563211,1.700399997420227,3.3349278924099006,4.329419283995973,4.1727833848089855
00770.laz,11.033,9.2401,1.194,25459,39719,0.9858355789485438,0.9852638939241004,0.9879821476410342,0.9851252773480607,0.9882341610968035,0.9962257480180443,1.5013218013257799,3.1328689541579924,3.232187800914455,3.323969419619663
00772.laz,11.9488,10.9254,1.0937,16017,58501,0.9671177075769444,0.9798251262670249,0.9764662688534234,0.9805813229681065,2.434608125145181,3.6216586860273194,4.110112409165619,4.044376806996429,4.618593101397418,3.7860030927971815
00774.laz,12.1328,10.8933,1.1138,30791,72728,0.9923304709539149,0.9658161665962935,0.9915844124576993,1.203929643247723,2.043617316339971,2.0335879680016276,3.210018291334453,3.4533830567010804,4.448154628375901,4.160445453465218
00775.laz,12.6504,8.7167,1.4513,68850,13935,0.9997344664697881,2.292516337528247,1.9590220125422748,3.190902845777014,3.4382154525274187,3.001499267835797,4.474147736794802,5.21646749423145,4.981364369880425,4.646992270542493
00776.laz,12.2662,8.6218,1.4227,102656,44426,0.9666112198047773,0.992335954172681,1.7607755727328924,3.255895773125504,3.4063059165346163,4.18613645152184,3.8306614949757867,4.298989416115597,5.192168236977598,5.061597493406738
00777.laz,12.5254,9.3874,1.3343,57902,26146,0.9992298293402141,0.9887134278100315,0.9936274609572596,0.9939945612890175,1.9051693222692774,3.8586837434049137,4.3219534652773035,4.9081543700755725,5.82442941537023,5.22987183950265
00779.laz,12.1181,8.9888,1.3481,73065,28166,0.9690764469865235,0.9880059181437553,1.825893334979456,2.8822559136497525,2.7462067698294774,3.3674164198518572,3.4590902300408146,4.4194719468766905,3.9465740273025878,3.9530093207868244
00781.laz,11.6083,10.232,1.1345,28399,44875,0.9921791542667593,0.9862256971617589,1.1218983272870684,1.8054160805897763,2.4894862390700885,1.80106853172182,1.8558451742902893,2.482270509260469,3.561422457323871,3.8926599106315414
00783.laz,12.2639,9.6286,1.2737,30611,36348,0.9924592855027664,0.9890431401285026,0.9744458008224144,1.4937913319342546,1.5001892267151797,2.7533702708186105,4.443104183099468,5.3064939085078136,5.109141864799662,4.225795667099412
00785.laz,11.6911,8.7362,1.3382,71770,38880,0.9981971700613571,1.2332887354357958,1.6944958990492356,2.2238538867219813,2.3691584412503763,2.8991785889577977,3.6241333156154067,4.327960680271127,4.604168423972825,3.794786093715433
00787.laz,12.7528,9.5667,1.333,59883,24670,0.9979252554053485,0.9991375918153934,0.9941299351592388,2.1613328629578903,2.7577586292985887,3.589956441105456,4.040531810375181,4.624875882218889,5.812840267579023,5.543479417130277
00788.laz,11.7841,10.3045,1.1436,15451,39079,0.9635724273490462,0.9943153988409957,0.9818096476548499,0.9936635121351867,2.2586461147863526,2.955448574294896,3.2873908458632135,3.8594156693057764,3.8893446544949684,3.446836239760907
00790.laz,11.9923,10.7538,1.1152,33333,97917,0.9688944339105405,0.9779127926692671,0.9690118843304933,0.9895450275344236,0.9976466778251649,0.9967098311278649,3.264368952664465,4.088324977739538,4.769898700403142,4.821078661623828
00792.laz,11.4622,9.4894,1.2079,31369,33963,0.9845316373769533,0.9913547775201986,0.9941565248004144,0.9743980813860821,0.9814479091514671,0.9946277983073951,1.625657821523085,3.582591869988286,4.08047870363658,3.7441764247505285
00794.laz,12.5027,9.4491,1.3232,67514,36159,0.9999537457247045,0.9952845693203071,1.0126305434431948,1.6586203631081147,2.7712638801468765,3.646718149537978,4.3326626779451205,4.736731762115815,5.321142350853909,5.157133809391202
00796.laz,11.8052,9.7557,1.2101,64174,49228,2.5563542309706344,1.2986121467585037,1.3012070926182695,2.074964438210614,2.344497707713701,2.6956821918921547,3.511737160603454,3.8007083797957826,4.198504323001332,3.5186045123150818
00798.laz,12.1464,10.9228,1.112,25867,47386,0.9640034657686742,0.9745473163349088,0.968297042348132,1.546128269559565,3.255754561028837,2.765399924762394,3.4042435710686956,4.333027100108832,4.891426872928882,4.04513604011289
00799.laz,12.2474,10.0588,1.2176,19106,71669,0.9650247885952543,0.9844152584373734,0.9816059914018009,0.9943760570075247,1.4617328820019795,1.8342503542453081,2.6931485870776535,3.253500646498355,4.013173875215298,3.8760712131814534
00801.laz,11.6518,10.4557,1.1144,11460,51733,0.9675706791658475,0.9894927195828025,0.9984546312656756,1.5876656504046496,2.4013572035907793,2.8927466599635,2.7364491183513264,3.3481496745090134,4.228991525959119,3.254358119413422
00805.laz,11.4344,8.9808,1.2732,27956,43001,0.9892480547843187,0.9939260636241599,0.9833275494407776,1.2759050138190995,1.260435735544596,2.376482148280442,2.8013216048635146,3.7225262704899014,4.514452444620191,4.0961480723211094
00807.laz,12.4555,10.0724,1.2366,42373,33276,0.9777021970222409,0.9782843943452675,1.1544404013756577,1.944175105437912,2.816956605304409,2.5696050079293644,3.500540855722452,4.049535825677189,4.668258677020995,4.132990543001809
00809.laz,11.4678,10.2267,1.1214,26047,61770,0.9448624798318767,0.9983120256231506,0.9836835807332905,0.9938799440557796,0.9958392250844968,2.1034238512039325,1.6971175660530038,3.3721199446407035,3.89381257545637,4.391139836521434
00810.laz,10.6377,10.7085,0.9934,5679,49946,0.9831494721297646,0.9902618787522275,0.990447497514647,0.974953240998024,0.9905284908519053,2.85025200780559,3.2211904474413333,3.5717610329362546,3.814056488490261,3.9882460224750633
00811.laz,11.9339,10.0091,1.1923,40076,104677,0.9609364554841126,0.9687574477851784,0.9823176529646994,2.517671617624443,2.924482048899938,3.8287661944981304,2.615358776881109,2.9975714110360814,3.4074398021420516,3.4772985330311497
00813.laz,12.7566,9.2249,1.3828,67669,29013,0.9901792261416114,1.0043991008149207,3.012916314012957,2.041847655061711,2.8672897284721994,4.976436261661442,5.436406928526287,5.962331434216512,5.654055551601505,4.274843632253619
00814.laz,12.7671,10.4555,1.2211,48296,50586,0.9973159262264896,0.9950935523530289,0.9968964883648279,0.9938806901661245,1.9885428791365924,3.219452549154289,4.666692991268278,5.051250339161725,5.547329980840293,5.310180042652353
00815.laz,12.6537,9.1254,1.3866,75031,39007,0.9982303703384605,1.2464862103364127,2.2413369746504737,3.240298996068019,2.7855743649061275,1.9764613857617066,2.81803893882799,4.127625830229776,5.119456927154045,4.888942942604733
00816.laz,12.6083,9.4504,1.3342,70352,34235,0.9815516025895282,1.038016465377358,2.2404917795868045,2.616054690545657,2.9367082851715898,3.8162478969136813,4.979896622066734,5.527069985175548,5.547296752795116,4.707202887375997
00818.laz,11.7097,10.3353,1.133,13366,55549,0.968916061900282,0.9894456779883033,0.9811613454103607,0.987190923685386,0.9925172463700017,0.9950738709702355,2.409200123085296,2.699260998544466,3.832260304143597,3.9111269222408853
00819.laz,11.6139,9.3453,1.2427,30850,58119,0.968778097988908,0.991943821506174,0.9881937039391986,0.9895254800722332,0.9971223642165059,1.8057062041282639,3.0623016905169624,4.5495664308523525,4.995254758557847,3.8630395427698088
00820.laz,12.8479,9.808,1.3099,70391,43339,0.9671683073147747,0.9993314205535458,0.9919405688822511,2.200492996191831,2.222706963862756,3.522551097779436,4.563275719555815,5.065325762897848,5.094085250991187,4.707075560908556
00824.laz,11.7056,9.3094,1.2574,42945,40757,0.9910703011913087,0.9857992610587589,1.123595243452301,1.0622572757824338,1.6655418566600735,3.3528737583854826,3.0793229883783604,3.904109970997322,4.580354011770158,4.040876192572009
00825.laz,11.4354,9.4003,1.2165,34749,49103,0.9989244897011832,0.9932265830038984,1.0707333064892735,1.3033134634716779,1.9816445942375935,1.5776414233259317,2.619286436441488,3.1872978769761398,3.7177974509468346,3.5794390035538055
00827.laz,11.5271,10.4119,1.1071,9876,40695,0.9673196468853419,0.9746943235393605,0.9786812993214172,1.2292167896931734,1.3150035879506499,3.5094302421847927,3.831233708358084,3.473935783631502,3.8422772561386047,3.529968498110562
00828.laz,12.1025,8.8512,1.3673,51593,13606,0.9977032057342976,0.9997124054944713,1.568833512456059,3.158995794170931,2.771985981664082,2.818275038135171,3.817278028511112,3.7638075171680576,4.440131522172539,4.437536456620049
00829.laz,10.7333,7.4903,1.4329,48402,24099,0.9940163042674514,1.1028908766010457,1.8156378120149335,1.9282268574234236,2.5373609712014367,2.8084322399060104,2.8515462363239443,3.2667084432757325,3.1029554389751297,3.1036529682533636
00832.laz,11.0281,10.1059,1.0913,21390,85400,0.9787713132526885,0.9754742775785459,0.9881678839824343,0.9833718991039865,0.9816714350646311,1.3598246594410859,1.3860653115649448,1.7365250796475113,3.414177861089793,3.313195848132235
00834.laz,12.772,5.6451,2.2625,105791,1004,0.9985607699517751,0.9988586210871017,2.1425212355612944,4.434643154761564,5.147059770467211,5.44815368299511,6.332322700663443,6.279998251032068,6.416381495871531,5.493804487902805
00835.laz,16.2511,8.0622,2.0157,1010553,5895,2.2853565102420488,4.161086051136118,3.6804873833419474,4.2283918513046395,5.875925548894459,6.313627903932777,6.605944577054067,6.806089284236291,6.38176271841028,4.9736515582016985
00836.laz,12.8881,5.6979,2.2619,86987,943,0.99904013186376,1.0895263672543958,3.829153850869898,5.3517939877321075,6.0404845522686585,6.634223833878227,6.378399783554175,6.3500196962642805,5.721802536948322,4.421037886611235
00837.laz,15.7708,8.087,1.9501,714525,5737,0.9885279234771719,2.628354159274324,4.880735924762209,5.494099275543674,5.593732792997607,5.779932321460803,5.921220065502207,5.752717195499678,5.6404586656878255,4.47128962875465
00838.laz,12.6458,6.3015,2.0068,97171,1593,0.9987350669839609,0.9948905370642835,0.9914191157567566,0.9958435814104291,0.9728646930704206,0.9973285858669055,2.7844381059307866,3.8678277922376947,4.522833438060162,3.955230930226132
00839.laz,12.3416,9.7788,1.2621,50655,10545,0.9999642256753173,2.4538401468960727,4.388522755250321,5.698974159990081,6.605852646102569,7.046660377285943,6.7104435496789305,6.54709428787067,5.871698015348767,4.743791240532282
00840.laz,16.3051,8.3933,1.9426,977572,7713,0.9931976450060279,3.2033257078347184,4.535665691208777,5.6333573755859225,5.859369786142912,6.071628914387754,6.073919777555937,5.743289992978541,5.348528963582663,4.261389683860819
00842.laz,12.3168,7.3449,1.6769,88766,3602,0.9974692777543741,1.73844078680391,0.9953784388202258,2.065311260113938,3.4017163431734128,3.5611777949640246,4.275163121966744,4.356279248445211,4.2753284471267134,3.919435143766089
00844.laz,13.9789,6.0854,2.2971,194492,1127,1.6503313936185502,5.043666590972733,5.918427596416861,6.072147959381101,6.133827258872734,5.76701307340556,5.0083095185062065,4.337222987602592,4.031299056422482,2.7819707753702247
00846.laz,15.6093,8.814,1.771,737212,9813,0.9837921106981097,2.966669331014763,4.568287514930965,5.179177977696101,6.136093648559901,6.1433758565206364,6.112529044587402,6.001380424541995,5.403780574246666,2.4846279279823436
00847.laz,16.6525,8.4615,1.968,1603977,6986,3.0065725741905722,6.037964062701447,6.699426734677616,6.870508363814653,6.934551632429583,7.241595009076044,7.708843825951044,7.238388616525873,6.724604908875237,5.2518370352617305
00848.laz,0.0,13.4599,0.0,0,127230,2.6836373408562735,4.502405193435464,4.644963770140595,5.954394048458527,6.760716047746517,6.5954448044061635,6.261862925763794,6.462249788446759,5.659062618492507,3.8051401784143346
00849.laz,13.1577,8.7744,1.4996,132552,8141,1.6688706499237123,4.4118536039063425,6.734595686622348,7.096332964247151,7.168300799780672,6.910260255398883,7.075470292431626,6.766509960545614,5.883098818716752,4.267443543358654
00850.laz,16.7564,8.0197,2.0894,1540739,4970,3.954341941578796,6.562974353525034,7.431773621791217,7.48300708694734,7.395107868765506,7.273730000078624,6.972019195852848,6.5674757253680704,6.390100875336122,4.790742505246793
00852.laz,11.3699,5.0635,2.2455,37923,577,0.9957894326551141,0.9990404389668612,4.265099364321046,4.680758219380346,4.779166339283821,5.0326312825317,4.132930875900006,5.192196332949704,5.636225322609,4.3625017807702875
00853.laz,11.8384,7.0026,1.6906,55889,1705,0.0,2.610624403632964,3.3026843798566703,3.084651056022643,2.5150360265342364,3.2007939731211916,2.239527709544324,3.0544918542982105,3.2224114676291813,2.4432281544850953
00854.laz,12.5269,9.2781,1.3502,81696,8204,3.049717614015207,3.7213102920018546,3.7600602919304342,3.882775494444001,4.432047810538091,4.5644027677971355,3.480170666939893,4.5056764010808,4.066942793783366,3.4563571675571754
00855.laz,17.2996,10.2053,1.6952,1940167,24413,3.1246404787053064,2.440745435850575,5.480713282728611,6.797676362384955,7.287684468403593,7.54013966514969,7.678276424057475,7.535910358591328,6.834188820765607,5.179511302670388
00856.laz,15.5974,8.1924,1.9039,635616,6105,0.9999355231802424,2.355572684104886,3.9696030928355888,5.751199322288737,6.169379164557839,6.390330919035095,6.520545637690026,6.626851905721101,6.200066854445739,4.509976815013047
00857.laz,15.0821,7.6259,1.9778,458538,3484,0.9988115458835909,2.5596586247064352,2.0401190502712114,2.928121585293247,5.101563755600814,6.200111019237702,6.104309797128452,6.226032296135045,5.961312901355475,4.843570745384501
00858.laz,14.0101,6.9936,2.0033,202171,1915,0.9891874278084699,2.5851179058130946,3.55307362041393,3.0869632800061475,3.4794326920890106,5.995109698405413,6.373480306673727,6.010144754601578,5.133120391012375,4.194075547728396
