treeID,species,genus,dataset,data_type,tree_H,filename,fractal_dimension,split
3361,Picea_abies,Picea,LAUTx,MLS,30.413,/train_data/03361.laz,1.5684308511788403,train
3362,Picea_abies,Picea,LAUTx,MLS,33.757,/train_data/03362.laz,1.5832201276568727,train
3363,Picea_abies,Picea,LAUTx,MLS,16.257,/train_data/03363.laz,1.4395454065769553,train
3364,Picea_abies,Picea,LAUTx,MLS,36.511,/train_data/03364.laz,1.63996239425751,train
3365,Picea_abies,Picea,LAUTx,MLS,34.488,/train_data/03365.laz,1.63202563280523,val
3366,Picea_abies,Picea,LAUTx,MLS,29.828,/train_data/03366.laz,1.60380774087926,train
3367,Picea_abies,Picea,LAUTx,MLS,34.234,/train_data/03367.laz,1.654072506252899,train
3368,Picea_abies,Picea,LAUTx,MLS,33.768,/train_data/03368.laz,1.5397654756315953,train
3369,Picea_abies,Picea,LAUTx,MLS,19.693,/train_data/03369.laz,1.439018409785367,train
3371,Picea_abies,Picea,LAUTx,MLS,34.46,/train_data/03371.laz,1.4684860152674408,train
3372,Picea_abies,Picea,LAUTx,MLS,30.862,/train_data/03372.laz,1.5922328584080716,train
3373,Picea_abies,Picea,LAUTx,MLS,32.328,/train_data/03373.laz,1.4854308360253246,train
3374,Picea_abies,Picea,LAUTx,MLS,27.343,/train_data/03374.laz,1.5062662756707597,val
3375,Picea_abies,Picea,LAUTx,MLS,19.499,/train_data/03375.laz,1.4811101832457103,train
3376,Picea_abies,Picea,LAUTx,MLS,29.252,/train_data/03376.laz,1.4431573579381245,val
3377,Picea_abies,Picea,LAUTx,MLS,33.594,/train_data/03377.laz,1.5364728657213935,train
3378,Picea_abies,Picea,LAUTx,MLS,35.19,/train_data/03378.laz,1.5357700485301362,train
3379,Picea_abies,Picea,LAUTx,MLS,36.403,/train_data/03379.laz,1.584121137064192,train
3380,Picea_abies,Picea,LAUTx,MLS,25.726,/train_data/03380.laz,1.533085665542289,val
3381,Picea_abies,Picea,LAUTx,MLS,32.822,/train_data/03381.laz,1.532466986493988,train
3382,Picea_abies,Picea,LAUTx,MLS,32.549,/train_data/03382.laz,1.4801587536323737,train
3383,Picea_abies,Picea,LAUTx,MLS,36.523,/train_data/03383.laz,1.4905161960573468,val
3384,Picea_abies,Picea,LAUTx,MLS,35.863,/train_data/03384.laz,1.5321617739271618,val
3385,Picea_abies,Picea,LAUTx,MLS,24.051,/train_data/03385.laz,1.4443569233480875,train
3386,Picea_abies,Picea,LAUTx,MLS,22.48,/train_data/03386.laz,1.5882618706950615,train
3387,Picea_abies,Picea,LAUTx,MLS,24.282,/train_data/03387.laz,1.568744608374311,train
3388,Picea_abies,Picea,LAUTx,MLS,24.988,/train_data/03388.laz,1.5420170770808508,train
3389,Picea_abies,Picea,LAUTx,MLS,8.805,/train_data/03389.laz,1.3740729255456097,train
3390,Picea_abies,Picea,LAUTx,MLS,10.031,/train_data/03390.laz,1.2855760717862317,val
3391,Picea_abies,Picea,LAUTx,MLS,30.733,/train_data/03391.laz,1.5192497317999445,val
3392,Picea_abies,Picea,LAUTx,MLS,31.913,/train_data/03392.laz,1.6264043407177269,train
3393,Picea_abies,Picea,LAUTx,MLS,30.926,/train_data/03393.laz,1.6052815624894754,val
3394,Picea_abies,Picea,LAUTx,MLS,32.115,/train_data/03394.laz,1.591321960576226,train
3395,Picea_abies,Picea,LAUTx,MLS,32.036,/train_data/03395.laz,1.6054811018608846,train
3396,Picea_abies,Picea,LAUTx,MLS,28.933,/train_data/03396.laz,1.603123929525691,val
3397,Picea_abies,Picea,LAUTx,MLS,30.125,/train_data/03397.laz,1.5618482905588789,train
3398,Picea_abies,Picea,LAUTx,MLS,23.4,/train_data/03398.laz,1.6315951758017306,train
3399,Picea_abies,Picea,LAUTx,MLS,32.032,/train_data/03399.laz,1.667602153636319,train
3400,Picea_abies,Picea,LAUTx,MLS,30.235,/train_data/03400.laz,1.7577670453208023,train
3401,Picea_abies,Picea,LAUTx,MLS,27.604,/train_data/03401.laz,1.6896723737146029,val
3402,Picea_abies,Picea,LAUTx,MLS,28.35,/train_data/03402.laz,1.5915215744532405,val
3403,Picea_abies,Picea,LAUTx,MLS,25.693,/train_data/03403.laz,1.7073354529925313,train
3404,Picea_abies,Picea,LAUTx,MLS,27.779,/train_data/03404.laz,1.701018081673538,train
3405,Picea_abies,Picea,LAUTx,MLS,30.462,/train_data/03405.laz,1.700743328234682,train
3406,Picea_abies,Picea,LAUTx,MLS,26.109,/train_data/03406.laz,1.6227771726989462,train
3407,Picea_abies,Picea,LAUTx,MLS,28.782,/train_data/03407.laz,1.6162135494940375,train
3408,Picea_abies,Picea,LAUTx,MLS,30.83,/train_data/03408.laz,1.6269631422079676,train
3409,Picea_abies,Picea,LAUTx,MLS,28.929,/train_data/03409.laz,1.6945866571806143,train
3411,Picea_abies,Picea,LAUTx,MLS,22.365,/train_data/03411.laz,1.5201535370168997,train
3412,Picea_abies,Picea,LAUTx,MLS,24.11,/train_data/03412.laz,1.6075040968717331,train
3414,Picea_abies,Picea,LAUTx,MLS,22.352,/train_data/03414.laz,1.5152925313170125,train
3415,Picea_abies,Picea,LAUTx,MLS,24.082,/train_data/03415.laz,1.5246900177201954,train
3416,Picea_abies,Picea,LAUTx,MLS,22.841,/train_data/03416.laz,1.4997977682108306,val
3417,Picea_abies,Picea,LAUTx,MLS,19.996,/train_data/03417.laz,1.5232916065827562,train
3418,Picea_abies,Picea,LAUTx,MLS,22.444,/train_data/03418.laz,1.633049082411246,train
3419,Picea_abies,Picea,LAUTx,MLS,24.751,/train_data/03419.laz,1.6017338996511012,train
3420,Picea_abies,Picea,LAUTx,MLS,20.419,/train_data/03420.laz,1.6269254381987517,train
3421,Picea_abies,Picea,LAUTx,MLS,28.789,/train_data/03421.laz,1.656930965971804,train
3422,Picea_abies,Picea,LAUTx,MLS,24.032,/train_data/03422.laz,1.6636734001153577,train
3423,Picea_abies,Picea,LAUTx,MLS,28.134,/train_data/03423.laz,1.7092672757622418,val
3424,Picea_abies,Picea,LAUTx,MLS,19.469,/train_data/03424.laz,1.5703378528063408,train
3425,Picea_abies,Picea,LAUTx,MLS,24.697,/train_data/03425.laz,1.6670944909794845,train
3427,Picea_abies,Picea,LAUTx,MLS,21.431,/train_data/03427.laz,1.5936450167907643,val
3428,Picea_abies,Picea,LAUTx,MLS,25.021,/train_data/03428.laz,1.5539497257902524,val
3429,Picea_abies,Picea,LAUTx,MLS,21.808,/train_data/03429.laz,1.5646005115673418,train
3430,Picea_abies,Picea,LAUTx,MLS,22.987,/train_data/03430.laz,1.603077420687212,train
3431,Picea_abies,Picea,LAUTx,MLS,25.681,/train_data/03431.laz,1.560404746198735,val
3432,Picea_abies,Picea,LAUTx,MLS,23.92,/train_data/03432.laz,1.6134109325941564,train
3433,Picea_abies,Picea,LAUTx,MLS,16.419,/train_data/03433.laz,1.5704389371004193,val
3434,Picea_abies,Picea,LAUTx,MLS,5.846,/train_data/03434.laz,1.0187982984863158,train
3435,Picea_abies,Picea,LAUTx,MLS,6.769,/train_data/03435.laz,1.4554143150500294,train
3436,Picea_abies,Picea,LAUTx,MLS,6.664,/train_data/03436.laz,1.5025885577289988,train
3438,Picea_abies,Picea,LAUTx,MLS,5.721,/train_data/03438.laz,1.2368906668415822,train
3439,Pinus_sylvestris,Pinus,LAUTx,MLS,30.61,/train_data/03439.laz,1.5268658711752408,train
3440,Pinus_sylvestris,Pinus,LAUTx,MLS,32.798,/train_data/03440.laz,1.5839048263294349,train
3444,Pinus_sylvestris,Pinus,LAUTx,MLS,32.453,/train_data/03444.laz,1.4859407496124009,val
3445,Pinus_sylvestris,Pinus,LAUTx,MLS,30.019,/train_data/03445.laz,1.4565152116864464,train
3446,Pinus_sylvestris,Pinus,LAUTx,MLS,28.272,/train_data/03446.laz,1.5622279120557587,train
3448,Quercus_robur,Quercus,LAUTx,MLS,24.597,/train_data/03448.laz,1.429045372502976,train
3449,Quercus_robur,Quercus,LAUTx,MLS,24.986,/train_data/03449.laz,1.4451867900375142,train
3450,Quercus_robur,Quercus,LAUTx,MLS,26.282,/train_data/03450.laz,1.4579115122138364,train
3451,Quercus_robur,Quercus,LAUTx,MLS,25.193,/train_data/03451.laz,1.364395875224422,train
3452,Abies_alba,Abies,Weiser_2022a,TLS,23.517,/train_data/03452.laz,1.3409276550639468,train
3453,Abies_alba,Abies,Weiser_2022a,TLS,26.6855,/train_data/03453.laz,1.408196772445229,train
3454,Abies_alba,Abies,Weiser_2022a,TLS,25.90575,/train_data/03454.laz,1.3913392867938386,train
3456,Abies_alba,Abies,Weiser_2022a,TLS,7.8275,/train_data/03456.laz,1.6876668831532102,train
3457,Abies_alba,Abies,Weiser_2022a,TLS,7.44675,/train_data/03457.laz,1.698369487968987,train
3458,Abies_alba,Abies,Weiser_2022a,TLS,5.674,/train_data/03458.laz,1.5133937715239574,train
3459,Abies_alba,Abies,Weiser_2022a,TLS,8.29475,/train_data/03459.laz,1.6957518129733256,train
3462,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,26.66525,/train_data/03462.laz,1.8725161505556456,train
3463,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,26.67775,/train_data/03463.laz,1.7799001882223744,train
3465,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,12.828,/train_data/03465.laz,1.5176265645612583,val
3466,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,6.45075,/train_data/03466.laz,1.3847983882758494,train
3467,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,28.165,/train_data/03467.laz,1.3179823069807428,train
3468,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,32.1025,/train_data/03468.laz,1.8576777856854023,train
3470,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,32.11075,/train_data/03470.laz,1.717993877335233,train
3471,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,32.777,/train_data/03471.laz,1.8124659825892648,train
3472,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,6.85925,/train_data/03472.laz,1.4000835721192746,train
3473,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,11.68675,/train_data/03473.laz,1.664762297460306,train
3474,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,31.735,/train_data/03474.laz,1.840796338925694,val
3476,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,14.73075,/train_data/03476.laz,1.7321235508104411,val
3477,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,21.49625,/train_data/03477.laz,1.8597377128385173,train
3478,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,17.831,/train_data/03478.laz,1.7858073080261518,train
3479,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,16.39025,/train_data/03479.laz,1.7382311139722908,train
3480,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,18.827,/train_data/03480.laz,1.7642769522780126,val
3481,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,17.60225,/train_data/03481.laz,1.7596642389432366,train
3482,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,16.125,/train_data/03482.laz,1.709443226246178,train
3483,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,15.60025,/train_data/03483.laz,1.747892770204614,train
3484,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,17.36575,/train_data/03484.laz,1.7204817665102132,train
3485,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,15.0175,/train_data/03485.laz,1.6446061604019735,train
3486,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,10.74075,/train_data/03486.laz,1.5655492730477705,train
3487,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,11.352,/train_data/03487.laz,1.6397495090638057,train
3488,Acer_pseudoplatanus,Acer,Weiser_2022a,TLS,9.5665,/train_data/03488.laz,1.5960889804980358,train
3489,Carpinus_betulus,Carpinus,Weiser_2022a,TLS,20.07125,/train_data/03489.laz,1.2458338352041336,val
3491,Carpinus_betulus,Carpinus,Weiser_2022a,TLS,15.00125,/train_data/03491.laz,1.2850953513426386,train
3492,Carpinus_betulus,Carpinus,Weiser_2022a,TLS,19.5325,/train_data/03492.laz,1.3223648446844545,train
3493,Carpinus_betulus,Carpinus,Weiser_2022a,TLS,26.895,/train_data/03493.laz,1.793428307616656,train
3495,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,27.06575,/train_data/03495.laz,1.9055350980210253,train
3496,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,31.89825,/train_data/03496.laz,1.8060867516566903,train
3498,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,30.2595,/train_data/03498.laz,1.9355853527441735,train
3499,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,30.94,/train_data/03499.laz,1.7914254776121947,train
3500,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,27.60175,/train_data/03500.laz,1.634227697289854,val
3501,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,30.46175,/train_data/03501.laz,1.72857684480693,train
3502,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,26.8255,/train_data/03502.laz,1.674097030371253,train
3503,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,20.19325,/train_data/03503.laz,1.6117947728241373,val
3504,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,13.1755,/train_data/03504.laz,1.1986395178303213,train
3505,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,27.3355,/train_data/03505.laz,1.58957719878,train
3506,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,26.5315,/train_data/03506.laz,1.5960274792880869,val
3507,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,23.83375,/train_data/03507.laz,1.582829216132736,train
3508,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,24.80775,/train_data/03508.laz,1.556446378142154,train
3509,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,26.9805,/train_data/03509.laz,1.542707468848549,train
3510,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,26.3495,/train_data/03510.laz,1.5708009989879486,train
3511,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,27.138,/train_data/03511.laz,1.6044553060205138,train
3512,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,34.738,/train_data/03512.laz,1.7658301844385955,train
3513,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,34.0355,/train_data/03513.laz,1.7986159683437228,train
3514,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,26.65425,/train_data/03514.laz,1.7641970254616774,train
3515,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,36.0335,/train_data/03515.laz,1.725997076365673,val
3517,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,35.6755,/train_data/03517.laz,1.715163335218486,train
3518,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,31.10975,/train_data/03518.laz,1.7896843807809073,val
3519,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,34.9515,/train_data/03519.laz,1.8224626572909444,val
3520,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,27.5775,/train_data/03520.laz,1.6386769122270417,train
3521,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,27.1735,/train_data/03521.laz,1.6489218902783918,train
3522,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,26.1125,/train_data/03522.laz,1.6070979558927778,train
3523,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,24.12625,/train_data/03523.laz,1.5036292627814722,val
3524,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,20.5115,/train_data/03524.laz,1.549418536126421,train
3525,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,24.3285,/train_data/03525.laz,1.5853194758408824,train
3526,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,17.071,/train_data/03526.laz,1.5059966637744449,train
3527,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,21.165,/train_data/03527.laz,1.5181849365188151,train
3528,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,15.36175,/train_data/03528.laz,1.5490622425515357,train
3529,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,20.05775,/train_data/03529.laz,1.6922781501629145,train
3530,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,21.28525,/train_data/03530.laz,1.6127497830956987,train
3531,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,13.8505,/train_data/03531.laz,1.5723991886118978,train
3532,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,18.09825,/train_data/03532.laz,1.654579905448517,train
3533,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,16.497,/train_data/03533.laz,1.582478835455713,train
3534,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,18.30625,/train_data/03534.laz,1.5362677308458073,train
3535,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,16.606,/train_data/03535.laz,1.5460930177510162,train
3536,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,10.44175,/train_data/03536.laz,1.5263546500665883,val
3537,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,10.30875,/train_data/03537.laz,1.400595597099512,train
3538,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,25.20325,/train_data/03538.laz,1.8994908319729,train
3539,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,20.328,/train_data/03539.laz,1.8070647673931055,train
3540,Fagus_sylvatica,Fagus,Weiser_2022a,TLS,13.08275,/train_data/03540.laz,1.672546936990118,train
3541,Larix_decidua,Larix,Weiser_2022a,TLS,26.8395,/train_data/03541.laz,1.449782038787822,val
3542,Picea_abies,Picea,Weiser_2022a,TLS,15.22975,/train_data/03542.laz,1.703714947958196,train
3543,Picea_abies,Picea,Weiser_2022a,TLS,21.10825,/train_data/03543.laz,1.7867985020496486,train
3544,Picea_abies,Picea,Weiser_2022a,TLS,19.50825,/train_data/03544.laz,1.79320936582693,val
3545,Picea_abies,Picea,Weiser_2022a,TLS,13.64875,/train_data/03545.laz,1.6953115704924666,train
3547,Picea_abies,Picea,Weiser_2022a,TLS,18.76025,/train_data/03547.laz,1.7371262390121909,train
3548,Picea_abies,Picea,Weiser_2022a,TLS,17.7125,/train_data/03548.laz,1.7432549177625385,train
3549,Picea_abies,Picea,Weiser_2022a,TLS,20.22275,/train_data/03549.laz,1.6402252805600293,train
3550,Picea_abies,Picea,Weiser_2022a,TLS,19.63325,/train_data/03550.laz,1.8403649875472052,train
3551,Picea_abies,Picea,Weiser_2022a,TLS,21.912,/train_data/03551.laz,1.73499826300928,val
3552,Picea_abies,Picea,Weiser_2022a,TLS,21.44875,/train_data/03552.laz,1.7524069431971288,train
3553,Picea_abies,Picea,Weiser_2022a,TLS,35.314,/train_data/03553.laz,1.8440281283861408,train
3554,Picea_abies,Picea,Weiser_2022a,TLS,33.46675,/train_data/03554.laz,1.791424233026563,train
3555,Picea_abies,Picea,Weiser_2022a,TLS,34.0095,/train_data/03555.laz,1.7587841259546009,val
3556,Picea_abies,Picea,Weiser_2022a,TLS,33.13175,/train_data/03556.laz,1.7294009598242366,train
3557,Picea_abies,Picea,Weiser_2022a,TLS,30.95,/train_data/03557.laz,1.7967925787059102,train
3558,Picea_abies,Picea,Weiser_2022a,TLS,30.9855,/train_data/03558.laz,1.7804568883279128,train
3559,Picea_abies,Picea,Weiser_2022a,TLS,30.4275,/train_data/03559.laz,1.729787482634579,train
3560,Picea_abies,Picea,Weiser_2022a,TLS,24.4335,/train_data/03560.laz,1.5139980328637996,train
3561,Picea_abies,Picea,Weiser_2022a,TLS,22.14525,/train_data/03561.laz,1.3691544068342518,train
3562,Picea_abies,Picea,Weiser_2022a,TLS,22.00375,/train_data/03562.laz,1.377497784558918,train
3563,Picea_abies,Picea,Weiser_2022a,TLS,32.6845,/train_data/03563.laz,1.9724238542364148,train
3565,Picea_abies,Picea,Weiser_2022a,TLS,31.789,/train_data/03565.laz,1.9714914158877843,train
3566,Picea_abies,Picea,Weiser_2022a,TLS,30.51475,/train_data/03566.laz,1.9133761202201027,train
3567,Picea_abies,Picea,Weiser_2022a,TLS,34.5955,/train_data/03567.laz,1.951200371552878,train
3568,Picea_abies,Picea,Weiser_2022a,TLS,30.3675,/train_data/03568.laz,1.9233508916807496,train
3569,Picea_abies,Picea,Weiser_2022a,TLS,31.2955,/train_data/03569.laz,1.9592847569350345,train
3570,Picea_abies,Picea,Weiser_2022a,TLS,28.26425,/train_data/03570.laz,1.90214554827866,train
3571,Picea_abies,Picea,Weiser_2022a,TLS,29.01275,/train_data/03571.laz,1.919378689659692,train
3573,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,30.7685,/train_data/03573.laz,1.7740718124642294,val
3574,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,31.1815,/train_data/03574.laz,1.761247543503159,train
3575,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,31.29,/train_data/03575.laz,1.701120407333077,train
3577,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,28.0905,/train_data/03577.laz,1.702903299982402,train
3578,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,30.2695,/train_data/03578.laz,1.6910710017602082,train
3579,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,32.11325,/train_data/03579.laz,1.6970711224915742,train
3580,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,30.8105,/train_data/03580.laz,1.732501725596734,train
3581,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,32.1015,/train_data/03581.laz,1.7515000019964675,train
3582,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,31.06525,/train_data/03582.laz,1.5738438112344104,train
3583,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,32.3405,/train_data/03583.laz,1.5161892039628515,train
3584,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,29.624,/train_data/03584.laz,1.507258187797254,val
3585,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,29.684,/train_data/03585.laz,1.4418731878908508,train
3586,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,30.1475,/train_data/03586.laz,1.4298227281227192,train
3587,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,27.42225,/train_data/03587.laz,1.539088153923276,train
3588,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,28.36825,/train_data/03588.laz,1.6937670538399618,train
3589,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,27.528,/train_data/03589.laz,1.5656951996987285,train
3590,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,25.32725,/train_data/03590.laz,1.551754758202779,train
3591,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,26.6135,/train_data/03591.laz,1.412085365844879,train
3593,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,29.68625,/train_data/03593.laz,1.530724192158719,train
3594,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,29.02375,/train_data/03594.laz,1.5940393817600842,train
3595,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,28.33,/train_data/03595.laz,1.608898953444319,train
3596,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,30.16425,/train_data/03596.laz,1.8592224273075584,train
3597,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,32.52125,/train_data/03597.laz,1.8455645475515725,train
3599,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,23.9695,/train_data/03599.laz,1.7641672499369143,train
3600,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,29.5945,/train_data/03600.laz,1.5242887291229554,train
3601,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,26.70975,/train_data/03601.laz,1.664516185703898,train
3602,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,27.30275,/train_data/03602.laz,1.7342060770569994,train
3603,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,24.50825,/train_data/03603.laz,1.6844802479188967,train
3604,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,25.62675,/train_data/03604.laz,1.668939211218445,train
3605,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,25.4085,/train_data/03605.laz,1.8277930026644045,train
3606,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,23.89275,/train_data/03606.laz,1.8306084590641591,val
3607,Pinus_sylvestris,Pinus,Weiser_2022a,TLS,24.56925,/train_data/03607.laz,1.851860557296624,val
3608,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,35.2455,/train_data/03608.laz,1.8430736874562148,train
3609,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,37.89075,/train_data/03609.laz,1.8694372315917591,train
3610,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,30.257,/train_data/03610.laz,1.8958155045356588,train
3611,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,39.2935,/train_data/03611.laz,1.820240446993328,train
3612,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,34.703,/train_data/03612.laz,1.893976332108984,train
3613,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,34.86,/train_data/03613.laz,1.816097799562159,val
3614,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,34.71025,/train_data/03614.laz,1.820378820149405,train
3615,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,35.63825,/train_data/03615.laz,1.7737570608649254,train
3616,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,34.45475,/train_data/03616.laz,1.8300550886560143,train
3617,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,32.11875,/train_data/03617.laz,1.7657036845682546,train
3618,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,33.16725,/train_data/03618.laz,1.7607470649304655,val
3619,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,38.9035,/train_data/03619.laz,1.8449765833668503,val
3620,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,22.383,/train_data/03620.laz,1.2909803921309553,train
3621,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,34.60875,/train_data/03621.laz,1.8651233514975905,train
3622,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,35.929,/train_data/03622.laz,1.8255915013712447,train
3623,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,32.3725,/train_data/03623.laz,1.9075828366863528,train
3624,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,51.59675,/train_data/03624.laz,1.8780904088402397,train
3626,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,48.908,/train_data/03626.laz,1.909271278766601,train
3627,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,46.964,/train_data/03627.laz,1.8485493067985237,train
3628,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,45.59175,/train_data/03628.laz,1.8723389665066528,train
3629,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,48.0405,/train_data/03629.laz,1.8627430944006615,train
3631,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,47.30325,/train_data/03631.laz,1.8440752224071504,train
3632,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,50.19475,/train_data/03632.laz,1.8343398598643164,train
3634,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,29.162,/train_data/03634.laz,1.6541067242458607,train
3635,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,30.18325,/train_data/03635.laz,1.7268536785890791,train
3636,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,32.8205,/train_data/03636.laz,1.7618561707281482,train
3637,Pseudotsuga_menziesii,Pseudotsuga,Weiser_2022a,TLS,32.53175,/train_data/03637.laz,1.671546128313427,train
